5000	0.6302
10000	0.585
15000	0.535267
20000	0.52325
25000	0.51284
30000	0.498367
35000	0.481771
40000	0.4691
45000	0.455133
50000	0.44752
55000	0.441145
60000	0.434867
65000	0.431185
70000	0.425643
75000	0.422773
80000	0.4178
85000	0.415282
90000	0.412489
95000	0.4112
100000	0.41
105000	0.406371
110000	0.396573
115000	0.387557
120000	0.38055
125000	0.373936
130000	0.366423
135000	0.360348
140000	0.354893
145000	0.349717
150000	0.34562
155000	0.341587
160000	0.337037
165000	0.33217
170000	0.327106
175000	0.322154
180000	0.317439
185000	0.313195
190000	0.309479
195000	0.305395
200000	0.30173
205000	0.298405
210000	0.295252
215000	0.292809
220000	0.289541
225000	0.286809
230000	0.284474
235000	0.281757
240000	0.279233
245000	0.276898
250000	0.274428
255000	0.27249
260000	0.270538
265000	0.268272
270000	0.26577
275000	0.263902
280000	0.263193
285000	0.262505
290000	0.261817
295000	0.259614
300000	0.257397
305000	0.255377
310000	0.253803
315000	0.252013
320000	0.250344
325000	0.248538
330000	0.246552
335000	0.245203
340000	0.244053
345000	0.242736
350000	0.241497
355000	0.240073
360000	0.238675
365000	0.237753
370000	0.236589
375000	0.235376
380000	0.234224
385000	0.23287
390000	0.231677
395000	0.230365
400000	0.229495
405000	0.22842
410000	0.227727
415000	0.226737
420000	0.225848
425000	0.224948
430000	0.224465
435000	0.224218
440000	0.223548
445000	0.222951
450000	0.222529
455000	0.222207
460000	0.22208
465000	0.222234
470000	0.222596
475000	0.222733
480000	0.223004
485000	0.223295
490000	0.223545
495000	0.223752
500000	0.224184
505000	0.224572
510000	0.224894
515000	0.225223
520000	0.225548
525000	0.225756
530000	0.225696
535000	0.225716
540000	0.225756
545000	0.225699
550000	0.225789
555000	0.225964
560000	0.225941
565000	0.225968
570000	0.225904
575000	0.225843
580000	0.225902
585000	0.225961
590000	0.225953
595000	0.225807
600000	0.225607
605000	0.22524
610000	0.224785
615000	0.224242
620000	0.223606
625000	0.223018
630000	0.222483
635000	0.222039
640000	0.221481
645000	0.220898
650000	0.220266
655000	0.219809
660000	0.219479
665000	0.218989
670000	0.218581
675000	0.218064
680000	0.217679
685000	0.217314
690000	0.216914
695000	0.216471
700000	0.216029
705000	0.215557
710000	0.215155
715000	0.214913
720000	0.214715
725000	0.214462
730000	0.214151
735000	0.213811
740000	0.213389
745000	0.212648
750000	0.211935
755000	0.211538
760000	0.211168
765000	0.210724
770000	0.210206
775000	0.20963
780000	0.209415
785000	0.20902
790000	0.208509
795000	0.208577
800000	0.208425
805000	0.208286
810000	0.208281
815000	0.20838
820000	0.207827
825000	0.207349
830000	0.206746
835000	0.206184
840000	0.205701
845000	0.205428
850000	0.205211
855000	0.204937
860000	0.204721
865000	0.204657
870000	0.204633
875000	0.204551
880000	0.204541
885000	0.204666
890000	0.204667
895000	0.204713
900000	0.204797
905000	0.204917
910000	0.204992
915000	0.205216
920000	0.205385
925000	0.205357
930000	0.205352
935000	0.205242
940000	0.205048
945000	0.204951
950000	0.204767
955000	0.204563
960000	0.20429
965000	0.203948
970000	0.20367
975000	0.20344
980000	0.203164
985000	0.202822
990000	0.202404
995000	0.202042
1000000	0.201759
1005000	0.201445
1010000	0.201156
1015000	0.200729
1020000	0.200272
1025000	0.199818
1030000	0.199487
1035000	0.199138
1040000	0.198807
1045000	0.198457
1050000	0.198049
1055000	0.197664
1060000	0.197261
1065000	0.196885
1070000	0.196575
1075000	0.196277
1080000	0.195861
1085000	0.195419
1090000	0.195084
1095000	0.194681
1100000	0.194381
1105000	0.19416
1110000	0.194157
1115000	0.19419
1120000	0.193959
1125000	0.193809
1130000	0.193598
1135000	0.193502
1140000	0.193312
1145000	0.19315
1150000	0.192997
1155000	0.192889
1160000	0.192628
1165000	0.192396
1170000	0.192075
1175000	0.191929
1180000	0.191709
1185000	0.191544
1190000	0.191519
1195000	0.191434
1200000	0.191385
1205000	0.19134
1210000	0.191307
1215000	0.191351
1220000	0.191252
1225000	0.191243
1230000	0.1912
1235000	0.191133
1240000	0.191082
1245000	0.191057
1250000	0.191087
1255000	0.191215
1260000	0.191314
1265000	0.191339
1270000	0.191432
1275000	0.191509
1280000	0.191654
1285000	0.191681
1290000	0.191731
1295000	0.191802
1300000	0.191727
1305000	0.191686
1310000	0.191701
1315000	0.191661
1320000	0.19164
1325000	0.191672
1330000	0.191586
1335000	0.191515
1340000	0.191369
1345000	0.191279
1350000	0.19115
1355000	0.19103
1360000	0.190893
1365000	0.190655
1370000	0.190359
1375000	0.190092
1380000	0.189824
1385000	0.189601
